prompt,language,e5_neighbors,bridge_neighbors,dominant_regions,final_colors,closest_family,hard_negative,semantic_family_win,ru_en_agreement,seed_stability,count_stability,flags
снег,RU,"[[""snow"", 0.9564269781112671], [""ice"", 0.8862744569778442], [""дождь"", 0.8782771825790405], [""rain"", 0.8690084218978882], [""зелёный"", 0.8655635714530945]]","[[""snow"", 0.9984853267669678], [""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.9398036003112793], [""тихая железнодорожная платформа под янтарными фонарями, пока синий зимний рассвет касается рельсов"", 0.9046063423156738], [""an abandoned hospital corridor in winter at night, lit only by moonlight through dirty windows"", 0.8863953351974487], [""fog"", 0.875572919845581]]","[""NEUTRAL L≈0.84"", ""H≈258.8°, L≈0.59, C≈0.057"", ""H≈258.8°, L≈0.71, C≈0.057""]",#575E62 #647379 #7E9196 #9EB1B3 #91A9AA,ice,clinical_waiting_room,False,0.9611471989192069,0.6666666666666666,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|BRIDGE_GOOD_DECODER_BAD|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
ice,EN,"[[""snow"", 0.9093155860900879], [""снег"", 0.8862744569778442], [""glass"", 0.8814091682434082], [""rain"", 0.8697819113731384], [""white"", 0.8672441244125366]]","[[""wet concrete"", 0.872673749923706], [""hospital"", 0.8636841177940369], [""storm"", 0.8433452844619751], [""стерильное одиночество"", 0.8296949863433838], [""fog"", 0.8241573572158813]]","[""H≈236.2°, L≈0.59, C≈0.057"", ""H≈236.2°, L≈0.71, C≈0.057"", ""NEUTRAL L≈0.84""]",#4E8297 #4A8393 #68ADB2 #7BBBBB #6FB5AF,ice,hospital,True,,0.8333333333333334,0.4,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
glass,EN,"[[""grass"", 0.892934262752533], [""ice"", 0.8814091682434082], [""blue"", 0.8802986145019531], [""white"", 0.8789450526237488], [""snow"", 0.8783270120620728]]","[[""стекло"", 0.9516794681549072], [""больница"", 0.9167723655700684], [""clinic"", 0.8646464347839355], [""white"", 0.8338947892189026], [""ward"", 0.8324538469314575]]","[""NEUTRAL L≈0.84"", ""H≈213.8°, L≈0.84, C≈0.057"", ""H≈213.8°, L≈0.46, C≈0.057""]",#8BA9DF #5AA8E0 #61B7E5 #71BED1 #6FBDBC,snow,ice,False,0.17881816625595093,1.0,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COUNT_CHANGES_SEMANTIC_FAMILY|RU_EN_DISAGREEMENT
стекло,RU,"[[""лист"", 0.8615070581436157], [""снег"", 0.8572036027908325], [""яблоко"", 0.8542786836624146], [""лес"", 0.8521909117698669], [""glass"", 0.8481248617172241]]","[[""glass"", 0.9516794681549072], [""clinic"", 0.899255633354187], [""больница"", 0.8903900384902954], [""ward"", 0.8817647099494934], [""white"", 0.8449281454086304]]","[""NEUTRAL L≈0.84"", ""H≈213.8°, L≈0.46, C≈0.057"", ""H≈213.8°, L≈0.84, C≈0.057""]",#B67091 #C95DA3 #DD6E74 #B7A974 #A5AB71,desert,warm_childhood_kitchen,False,0.17881816625595093,0.6666666666666666,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY|RU_EN_DISAGREEMENT
rust,EN,"[[""red"", 0.8590030074119568], [""лист"", 0.8523637056350708], [""steel"", 0.8433719873428345], [""glass"", 0.8370875120162964], [""blue"", 0.8328139781951904]]","[[""ржавчина"", 0.9757775068283081], [""steel"", 0.9021183252334595], [""красный"", 0.8238372206687927], [""a warm childhood kitchen remembered years later, comforting but slightly sad"", 0.8181797862052917], [""quiet dread"", 0.8131560683250427]]","[""H≈56.2°, L≈0.34, C≈0.057"", ""H≈56.2°, L≈0.59, C≈0.113"", ""H≈56.2°, L≈0.59, C≈0.168""]",#D63951 #D63754 #D23054 #DB3053 #E6364A,apple,sunset,False,,1.0,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|BRIDGE_GOOD_DECODER_BAD|PALETTE_NEAR_DUPLICATE_COLLAPSE|COUNT_CHANGES_SEMANTIC_FAMILY
ржавчина,RU,"[[""трава"", 0.8565658330917358], [""рассвет"", 0.8469666838645935], [""больница"", 0.8409684300422668], [""синий"", 0.8357143998146057], [""ice"", 0.8325190544128418]]","[[""rust"", 0.9757775068283081], [""steel"", 0.9051352739334106], [""красный"", 0.8140650391578674], [""red"", 0.8003228902816772], [""акварель"", 0.8001750707626343]]","[""H≈56.2°, L≈0.34, C≈0.057"", ""H≈56.2°, L≈0.59, C≈0.113"", ""H≈56.2°, L≈0.59, C≈0.168""]",#BF5A93 #BE4D88 #BF468B #C5448A #C34D75,nightclub,sunset,False,,1.0,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|BRIDGE_GOOD_DECODER_BAD|COUNT_CHANGES_SEMANTIC_FAMILY
steel,EN,"[[""storm"", 0.8697464466094971], [""red"", 0.8659751415252686], [""glass"", 0.8640493154525757], [""snow"", 0.8594906330108643], [""blue"", 0.8527053594589233]]","[[""ржавчина"", 0.9051352739334106], [""rust"", 0.9021183252334595], [""синий"", 0.8585694432258606], [""туман"", 0.8449156284332275], [""old paper"", 0.8280904293060303]]","[""H≈78.8°, L≈0.46, C≈0.113"", ""H≈56.2°, L≈0.34, C≈0.057"", ""H≈78.8°, L≈0.59, C≈0.113""]",#CB5681 #CF4076 #D6387F #C93B7E #B04277,apple,sunset,False,,0.8333333333333334,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
wet concrete,EN,"[[""rain"", 0.8209314942359924], [""watercolor"", 0.8180498480796814], [""white"", 0.8134583234786987], [""snow"", 0.8121160268783569], [""green"", 0.8097352385520935]]","[[""ice"", 0.872673749923706], [""стерильное одиночество"", 0.8514868021011353], [""hospital"", 0.8223017454147339], [""glass"", 0.7264333963394165], [""fog"", 0.7102630138397217]]","[""H≈236.2°, L≈0.59, C≈0.057"", ""H≈236.2°, L≈0.71, C≈0.057"", ""H≈236.2°, L≈0.34, C≈0.057""]",#9B7FD7 #5194BE #589CBB #6CAABD #60A4AD,ice,snow,False,,0.3333333333333333,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
old paper,EN,"[[""apple"", 0.8322487473487854], [""pear"", 0.8292992115020752], [""red"", 0.8283884525299072], [""leaf"", 0.8280141353607178], [""black"", 0.8274005055427551]]","[[""moss"", 0.9079337120056152], [""синий"", 0.8706998825073242], [""pear"", 0.8688726425170898], [""акварель"", 0.8291009664535522], [""steel"", 0.8280904293060303]]","[""H≈56.2°, L≈0.21, C≈0.057"", ""H≈33.8°, L≈0.21, C≈0.057"", ""H≈56.2°, L≈0.71, C≈0.113""]",#BA2D7E #BA2580 #B32174 #AA1E6C #A6276B,nightclub,apple,False,,1.0,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COUNT_CHANGES_SEMANTIC_FAMILY
moonlight,EN,"[[""лунный свет"", 0.8448213338851929], [""sunset"", 0.8431733250617981], [""рассвет"", 0.8413206338882446], [""blue"", 0.8372176885604858], [""gentle melancholy"", 0.8353850841522217]]","[[""лунный свет"", 0.9891682863235474], [""an abandoned hospital corridor in winter at night, lit only by moonlight through dirty windows"", 0.8883157968521118], [""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.8817387819290161], [""тихая железнодорожная платформа под янтарными фонарями, пока синий зимний рассвет касается рельсов"", 0.8646547794342041], [""a lonely bus stop after rain just before sunrise, with weak street lamps fading into cold morning fog"", 0.8397063612937927]]","[""H≈281.2°, L≈0.21, C≈0.057"", ""H≈213.8°, L≈0.71, C≈0.113"", ""H≈258.8°, L≈0.46, C≈0.057""]",#4B64DD #3E6E97 #5D8187 #688689 #64928E,clinical_waiting_room,moonlight,False,0.8674015887081623,0.8333333333333334,0.4,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|BRIDGE_GOOD_DECODER_BAD|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
лунный свет,RU,"[[""рассвет"", 0.8615751266479492], [""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.8516368865966797], [""moonlight"", 0.8448213338851929], [""дождь"", 0.827818751335144], [""зелёный"", 0.8276440501213074]]","[[""moonlight"", 0.9891682863235474], [""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.9004793167114258], [""an abandoned hospital corridor in winter at night, lit only by moonlight through dirty windows"", 0.8964482545852661], [""тихая железнодорожная платформа под янтарными фонарями, пока синий зимний рассвет касается рельсов"", 0.8792752027511597], [""a lonely bus stop after rain just before sunrise, with weak street lamps fading into cold morning fog"", 0.8616780042648315]]","[""H≈281.2°, L≈0.21, C≈0.057"", ""H≈213.8°, L≈0.71, C≈0.113"", ""H≈258.8°, L≈0.46, C≈0.057""]",#725BBF #3B67BD #4E7592 #6A8A95 #5F8E99,moonlight,rain,True,0.8674015887081623,0.5,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
dawn,EN,"[[""дождь"", 0.8448308706283569], [""rain"", 0.838998556137085], [""storm"", 0.8386387825012207], [""snow"", 0.8371517658233643], [""black"", 0.8330748677253723]]","[[""plum"", 0.7823020219802856], [""fragile optimism"", 0.7644912004470825], [""тихая тревога"", 0.7290961742401123], [""sunset"", 0.7180029153823853], [""film noir"", 0.6980094909667969]]","[""NEUTRAL L≈0.59"", ""H≈281.2°, L≈0.34, C≈0.057"", ""H≈33.8°, L≈0.59, C≈0.223""]",#CB2D25 #914421 #894622 #835025 #78543B,sunset,rust,False,0.39192578196525574,0.5,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY|RU_EN_DISAGREEMENT
рассвет,RU,"[[""лунный свет"", 0.8615751266479492], [""лес"", 0.8534630537033081], [""дождь"", 0.8512929677963257], [""ржавчина"", 0.8469666838645935], [""стекло"", 0.8461502194404602]]","[[""painful nostalgia"", 0.9022136926651001], [""cyberpunk"", 0.9017945528030396], [""gentle melancholy"", 0.8380793929100037], [""болезненная ностальгия"", 0.8320677876472473], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.8042558431625366]]","[""NEUTRAL L≈0.84"", ""H≈78.8°, L≈0.59, C≈0.113"", ""H≈56.2°, L≈0.34, C≈0.057""]",#DA4956 #D0404F #C53348 #C83241 #D05E3E,sunset,apple,False,0.39192578196525574,1.0,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|COUNT_CHANGES_SEMANTIC_FAMILY|RU_EN_DISAGREEMENT
sunset,EN,"[[""moonlight"", 0.8431733250617981], [""rain"", 0.8423015475273132], [""glass"", 0.8384664058685303], [""red"", 0.8367493152618408], [""forest"", 0.8358989953994751]]","[[""gothic"", 0.8431723117828369], [""болезненная ностальгия"", 0.7891906499862671], [""рассвет"", 0.7769899368286133], [""туман"", 0.7482733726501465], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.7392972707748413]]","[""H≈78.8°, L≈0.46, C≈0.113"", ""H≈78.8°, L≈0.34, C≈0.057"", ""H≈78.8°, L≈0.59, C≈0.113""]",#DE2835 #D72836 #D1253A #CF2432 #D43321,apple,sunset,False,,1.0,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|PALETTE_NEAR_DUPLICATE_COLLAPSE|COUNT_CHANGES_SEMANTIC_FAMILY
watercolor,EN,"[[""white"", 0.8530660271644592], [""rain"", 0.8429108262062073], [""green"", 0.8411142230033875], [""red"", 0.8359060883522034], [""blue"", 0.8348610997200012]]","[[""blue"", 0.8645818829536438], [""glass"", 0.7177562117576599], [""стерильное одиночество"", 0.6957866549491882], [""синий"", 0.6853293180465698], [""зелёный"", 0.684337854385376]]","[""H≈33.8°, L≈0.21, C≈0.057"", ""H≈33.8°, L≈0.59, C≈0.223"", ""NEUTRAL L≈0.84""]",#CE25AD #BA29DA #B326D9 #A427F0 #AF54F3,nightclub,cyberpunk,False,0.0,1.0,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY|RU_EN_DISAGREEMENT
акварель,RU,"[[""apple"", 0.8490070700645447], [""ward"", 0.8301663398742676], [""лист"", 0.8297032117843628], [""больница"", 0.8287453651428223], [""leaf"", 0.8260833024978638]]","[[""pear"", 0.9243999719619751], [""red"", 0.8703858852386475], [""fragile optimism"", 0.8694623112678528], [""красный"", 0.8569991588592529], [""чёрный"", 0.8564015626907349]]","[""H≈56.2°, L≈0.21, C≈0.057"", ""H≈33.8°, L≈0.21, C≈0.057"", ""H≈56.2°, L≈0.34, C≈0.057""]",#EC5650 #EA433E #E53D3D #E04833 #C9683C,fire,sunset,False,0.0,1.0,1.0,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|RU_EN_DISAGREEMENT
film noir,EN,"[[""black"", 0.8360730409622192], [""white"", 0.7953011989593506], [""rain"", 0.790831446647644], [""gothic"", 0.7893257737159729], [""snow"", 0.7885167002677917]]","[[""cyberpunk"", 0.7775821685791016], [""dawn"", 0.6980094909667969], [""fragile optimism"", 0.6785693764686584], [""painful nostalgia"", 0.6684648990631104], [""рассвет"", 0.6567960381507874]]","[""NEUTRAL L≈0.21"", ""NEUTRAL L≈0.59"", ""NEUTRAL L≈0.34""]",#020202 #8F5E56 #986259 #8D6960 #934E4A,kitchen,film_noir,False,,0.16666666666666666,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
gothic,EN,"[[""white"", 0.8487533330917358], [""black"", 0.8419392108917236], [""ice"", 0.8407678604125977], [""red"", 0.83655846118927], [""rain"", 0.8342710733413696]]","[[""sunset"", 0.8431723117828369], [""gentle melancholy"", 0.8425339460372925], [""meadow"", 0.8085730075836182], [""болезненная ностальгия"", 0.7492681741714478], [""constructivist poster"", 0.7439950704574585]]","[""H≈146.2°, L≈0.46, C≈0.057"", ""H≈78.8°, L≈0.46, C≈0.113"", ""NEUTRAL L≈0.84""]",#D244D5 #A340D7 #9640E6 #7C57E2 #7F66D4,nightclub,cyberpunk,False,,1.0,1.0,ALL_SLOTS_SAME_VISUAL_CONTEXT
constructivist poster,EN,"[[""red"", 0.816491961479187], [""forest"", 0.8155088424682617], [""leaf"", 0.8111215829849243], [""gothic"", 0.8089691400527954], [""cyberpunk"", 0.8067886829376221]]","[[""лес"", 0.8778903484344482], [""forest"", 0.8554471731185913], [""green"", 0.8526296019554138], [""meadow"", 0.8470442891120911], [""туман"", 0.8442750573158264]]","[""H≈146.2°, L≈0.71, C≈0.113"", ""H≈146.2°, L≈0.59, C≈0.113"", ""H≈146.2°, L≈0.34, C≈0.057""]",#C42CA2 #B929D7 #9239F4 #654AF2 #6E36ED,nightclub,cyberpunk,False,,1.0,0.6,ALL_SLOTS_SAME_VISUAL_CONTEXT|COUNT_CHANGES_SEMANTIC_FAMILY
cyberpunk,EN,"[[""a toxic greenhouse inside a cyberpunk nightclub after midnight"", 0.8516812920570374], [""steel"", 0.8284767270088196], [""gothic"", 0.8239628076553345], [""ядовитая теплица внутри киберпанк-клуба после полуночи"", 0.8157957792282104], [""blue"", 0.815678060054779]]","[[""рассвет"", 0.9017945528030396], [""painful nostalgia"", 0.8693053722381592], [""film noir"", 0.7775821685791016], [""fragile optimism"", 0.7473289966583252], [""warm childhood memory"", 0.7449949979782104]]","[""NEUTRAL L≈0.84"", ""H≈348.8°, L≈0.46, C≈0.223"", ""H≈33.8°, L≈0.59, C≈0.223""]",#C2737E #B85F6C #B15765 #BA5B5B #AF6F5C,warm_childhood_kitchen,fire,False,,1.0,1.0,ALL_SLOTS_SAME_VISUAL_CONTEXT|COLOR_PRIOR_WRONG_FAMILY
painful nostalgia,EN,"[[""болезненная ностальгия"", 0.8854990601539612], [""gentle melancholy"", 0.8415281772613525], [""warm childhood memory"", 0.8236784934997559], [""old paper"", 0.806938648223877], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.8063246607780457]]","[[""болезненная ностальгия"", 0.9103887677192688], [""warm childhood memory"", 0.9077926874160767], [""рассвет"", 0.9022136926651001], [""quiet dread"", 0.8745520114898682], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.8705376386642456]]","[""NEUTRAL L≈0.84"", ""H≈56.2°, L≈0.34, C≈0.057"", ""H≈78.8°, L≈0.59, C≈0.113""]",#9B5964 #9B535F #99535D #A3595B #B4695C,sunset,warm_childhood_kitchen,False,,0.3333333333333333,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
болезненная ностальгия,RU,"[[""painful nostalgia"", 0.8854990601539612], [""больница"", 0.8492727279663086], [""тихая тревога"", 0.8482509851455688], [""стерильное одиночество"", 0.8343281745910645], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.8286310434341431]]","[[""painful nostalgia"", 0.9103887677192688], [""warm childhood memory"", 0.8987147808074951], [""quiet dread"", 0.8842610120773315], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.8637027144432068], [""fragile optimism"", 0.8354872465133667]]","[""H≈56.2°, L≈0.34, C≈0.057"", ""H≈78.8°, L≈0.59, C≈0.113"", ""H≈78.8°, L≈0.46, C≈0.113""]",#C25271 #B2435F #B83D62 #BE3A52 #C04845,sunset,apple,False,,1.0,1.0,ALL_SLOTS_SAME_VISUAL_CONTEXT
quiet dread,EN,"[[""тихая тревога"", 0.8187759518623352], [""drizzle"", 0.800737738609314], [""red"", 0.7970201373100281], [""snow"", 0.7967135310173035], [""fog"", 0.7903774976730347]]","[[""warm childhood memory"", 0.9268001317977905], [""a warm childhood kitchen remembered years later, comforting but slightly sad"", 0.8899422883987427], [""болезненная ностальгия"", 0.8842610120773315], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.8780014514923096], [""painful nostalgia"", 0.8745520114898682]]","[""H≈56.2°, L≈0.34, C≈0.057"", ""H≈56.2°, L≈0.59, C≈0.113"", ""H≈56.2°, L≈0.46, C≈0.113""]",#B273A4 #B66596 #C969A0 #C66699 #A65F86,nightclub,warm_childhood_kitchen,False,,0.16666666666666666,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
тихая тревога,RU,"[[""дождь"", 0.8494620323181152], [""болезненная ностальгия"", 0.8482509851455688], [""стерильное одиночество"", 0.835144579410553], [""синий"", 0.8340902328491211], [""снег"", 0.8329764008522034]]","[[""gentle melancholy"", 0.8682288527488708], [""ward"", 0.8373769521713257], [""белый"", 0.8271021842956543], [""дождь"", 0.8034971952438354], [""акварельный город после сильного дождя, бледный утренний свет отражается от мокрой каменной мостовой"", 0.7848687171936035]]","[""H≈258.8°, L≈0.34, C≈0.057"", ""H≈281.2°, L≈0.34, C≈0.057"", ""NEUTRAL L≈0.59""]",#9D758A #9C7087 #A68092 #9A8EA9 #967AA7,hospital,snow,False,,1.0,0.8,ALL_SLOTS_SAME_VISUAL_CONTEXT|COUNT_CHANGES_SEMANTIC_FAMILY
warm childhood memory,EN,"[[""a warm childhood kitchen remembered years later, comforting but slightly sad"", 0.872760534286499], [""painful nostalgia"", 0.8236784934997559], [""ward"", 0.8186087012290955], [""ice"", 0.813811719417572], [""fog"", 0.8127895593643188]]","[[""quiet dread"", 0.9268001317977905], [""тёплая кухня из детства, вспоминаемая спустя много лет, уютная, но немного грустная"", 0.9087183475494385], [""painful nostalgia"", 0.9077926874160767], [""болезненная ностальгия"", 0.8987147808074951], [""a warm childhood kitchen remembered years later, comforting but slightly sad"", 0.8823761343955994]]","[""H≈56.2°, L≈0.46, C≈0.113"", ""H≈56.2°, L≈0.34, C≈0.057"", ""H≈78.8°, L≈0.46, C≈0.113""]",#B95E5E #AA6E57 #AC705A #967860 #887757,warm_childhood_kitchen,desert,False,,1.0,1.0,ALL_SLOTS_SAME_VISUAL_CONTEXT
стерильное одиночество,RU,"[[""тихая тревога"", 0.835144579410553], [""болезненная ностальгия"", 0.8343281745910645], [""зелёный"", 0.8272230625152588], [""больница"", 0.825971245765686], [""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.8237698078155518]]","[[""hospital"", 0.875557541847229], [""wet concrete"", 0.8514868021011353], [""ward"", 0.8356111645698547], [""ice"", 0.8296949863433838], [""больница"", 0.8226349353790283]]","[""NEUTRAL L≈0.84"", ""H≈236.2°, L≈0.46, C≈0.057"", ""H≈258.8°, L≈0.34, C≈0.057""]",#BF8293 #CC6079 #BF5660 #A07558 #A37D5C,warm_childhood_kitchen,desert,False,,1.0,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|COUNT_CHANGES_SEMANTIC_FAMILY
gentle melancholy,EN,"[[""painful nostalgia"", 0.8415281772613525], [""moonlight"", 0.8353850841522217], [""clinic"", 0.8194466829299927], [""gothic"", 0.8178012371063232], [""тихая тревога"", 0.8151949644088745]]","[[""тихая тревога"", 0.8682288527488708], [""ядовитая теплица внутри киберпанк-клуба после полуночи"", 0.8496147394180298], [""gothic"", 0.8425339460372925], [""рассвет"", 0.8380793929100037], [""a toxic greenhouse inside a cyberpunk nightclub after midnight"", 0.8374261260032654]]","[""NEUTRAL L≈0.84"", ""H≈258.8°, L≈0.34, C≈0.057"", ""H≈281.2°, L≈0.34, C≈0.057""]",#D08574 #B48166 #BA8A73 #92927E #838B69,desert,warm_childhood_kitchen,False,,0.8333333333333334,0.4,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
fragile optimism,EN,"[[""black"", 0.8246753215789795], [""fog"", 0.8162720203399658], [""тихая тревога"", 0.8094213008880615], [""gentle melancholy"", 0.8086820244789124], [""ward"", 0.8062725067138672]]","[[""акварель"", 0.8694623112678528], [""pear"", 0.8599873781204224], [""чёрный"", 0.8446398973464966], [""plum"", 0.8437301516532898], [""painful nostalgia"", 0.8435091376304626]]","[""H≈56.2°, L≈0.21, C≈0.057"", ""H≈33.8°, L≈0.21, C≈0.057"", ""H≈56.2°, L≈0.71, C≈0.113""]",#130102 #C82E28 #D0322C #CA2E24 #A02222,apple,blood,False,,0.6666666666666666,0.4,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
"a lonely bus stop after rain just before sunrise, with weak street lamps fading into cold morning fog",EN,"[[""одинокая автобусная остановка после дождя перед рассветом, когда слабые фонари растворяются в холодном утреннем тумане"", 0.8802951574325562], [""a watercolor city after heavy rain, pale morning light reflecting from wet stone streets"", 0.876716136932373], [""a silent railway platform under amber lamps while blue winter dawn reaches the tracks"", 0.8708685636520386], [""an abandoned hospital corridor in winter at night, lit only by moonlight through dirty windows"", 0.868213951587677], [""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.8444440364837646]]","[[""a watercolor city after heavy rain, pale morning light reflecting from wet stone streets"", 0.9898015260696411], [""акварельный город после сильного дождя, бледный утренний свет отражается от мокрой каменной мостовой"", 0.9736154079437256], [""тихая железнодорожная платформа под янтарными фонарями, пока синий зимний рассвет касается рельсов"", 0.9711025953292847], [""a silent railway platform under amber lamps while blue winter dawn reaches the tracks"", 0.9610931873321533], [""одинокая автобусная остановка после дождя перед рассветом, когда слабые фонари растворяются в холодном утреннем тумане"", 0.9526993036270142]]","[""H≈281.2°, L≈0.34, C≈0.057"", ""H≈281.2°, L≈0.21, C≈0.057"", ""H≈258.8°, L≈0.34, C≈0.057""]",#1E1E21 #52545D #67696F #76797B #757879,film_noir,rain,False,,0.6666666666666666,0.4,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
"одинокая автобусная остановка после дождя перед рассветом, когда слабые фонари растворяются в холодном утреннем тумане",RU,"[[""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.9050851464271545], [""тихая железнодорожная платформа под янтарными фонарями, пока синий зимний рассвет касается рельсов"", 0.898000955581665], [""акварельный город после сильного дождя, бледный утренний свет отражается от мокрой каменной мостовой"", 0.8875291347503662], [""a lonely bus stop after rain just before sunrise, with weak street lamps fading into cold morning fog"", 0.8802951574325562], [""дождь"", 0.8488131165504456]]","[[""a watercolor city after heavy rain, pale morning light reflecting from wet stone streets"", 0.9646713137626648], [""тихая железнодорожная платформа под янтарными фонарями, пока синий зимний рассвет касается рельсов"", 0.9618139863014221], [""акварельный город после сильного дождя, бледный утренний свет отражается от мокрой каменной мостовой"", 0.9614145755767822], [""a lonely bus stop after rain just before sunrise, with weak street lamps fading into cold morning fog"", 0.9526993036270142], [""дождь"", 0.9449240565299988]]","[""H≈258.8°, L≈0.34, C≈0.057"", ""H≈281.2°, L≈0.34, C≈0.057"", ""NEUTRAL L≈0.84""]",#413E4B #595B6F #6A6E7B #878D91 #80898B,rain,moonlight,False,,1.0,0.4,ALL_SLOTS_SAME_VISUAL_CONTEXT|COUNT_CHANGES_SEMANTIC_FAMILY
"an abandoned hospital corridor in winter at night, lit only by moonlight through dirty windows",EN,"[[""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.8990210890769958], [""a lonely bus stop after rain just before sunrise, with weak street lamps fading into cold morning fog"", 0.868213951587677], [""a silent railway platform under amber lamps while blue winter dawn reaches the tracks"", 0.8587012887001038], [""a toxic greenhouse inside a cyberpunk nightclub after midnight"", 0.84213787317276], [""a watercolor city after heavy rain, pale morning light reflecting from wet stone streets"", 0.8386374711990356]]","[[""заброшенный больничный коридор зимой ночью, освещённый только лунным светом через грязные окна"", 0.9783633947372437], [""тихая железнодорожная платформа под янтарными фонарями, пока синий зимний рассвет касается рельсов"", 0.9277710914611816], [""одинокая автобусная остановка после дождя перед рассветом, когда слабые фонари растворяются в холодном утреннем тумане"", 0.9181024432182312], [""fog"", 0.9140945672988892], [""storm"", 0.911529541015625]]","[""NEUTRAL L≈0.84"", ""H≈258.8°, L≈0.46, C≈0.057"", ""H≈281.2°, L≈0.34, C≈0.057""]",#4A4F7A #4D5E72 #77868A #9AA9AB #809696,clinical_waiting_room,ice,False,,0.3333333333333333,0.2,ALL_SLOTS_SAME_VISUAL_CONTEXT|SEED_CHANGES_SEMANTIC_FAMILY|COUNT_CHANGES_SEMANTIC_FAMILY
